Sample	Node	XGB	RF	RF_Adenoviridae	RF_Anelloviridae	RF_Arenaviridae	RF_Astroviridae	RF_Bornaviridae	RF_Caliciviridae	RF_Circoviridae	RF_Coronaviridae	RF_Filoviridae	RF_Flaviviridae	RF_Genomoviridae	RF_Hantaviridae	RF_Hepadnaviridae	RF_Hepeviridae	RF_Kolmioviridae	RF_Matonaviridae	RF_Nairoviridae	RF_Orthoherpesviridae	RF_Orthomyxoviridae	RF_Papillomaviridae	RF_Paramyxoviridae	RF_Parvoviridae	RF_Peribunyaviridae	RF_Phenuiviridae	RF_Picornaviridae	RF_Pneumoviridae	RF_Polyomaviridae	RF_Poxviridae	RF_Redondoviridae	RF_Retroviridae	RF_Rhabdoviridae	RF_Sedoreoviridae	RF_Spinareoviridae	RF_Togaviridae	XGB_Adenoviridae	XGB_Anelloviridae	XGB_Arenaviridae	XGB_Astroviridae	XGB_Bornaviridae	XGB_Caliciviridae	XGB_Circoviridae	XGB_Coronaviridae	XGB_Filoviridae	XGB_Flaviviridae	XGB_Genomoviridae	XGB_Hantaviridae	XGB_Hepadnaviridae	XGB_Hepeviridae	XGB_Kolmioviridae	XGB_Matonaviridae	XGB_Nairoviridae	XGB_Orthoherpesviridae	XGB_Orthomyxoviridae	XGB_Papillomaviridae	XGB_Paramyxoviridae	XGB_Parvoviridae	XGB_Peribunyaviridae	XGB_Phenuiviridae	XGB_Picornaviridae	XGB_Pneumoviridae	XGB_Polyomaviridae	XGB_Poxviridae	XGB_Redondoviridae	XGB_Retroviridae	XGB_Rhabdoviridae	XGB_Sedoreoviridae	XGB_Spinareoviridae	XGB_Togaviridae	GC_Content	Length	protein_profiles	stitle	pident	evalue	bitscore
FN10	NODE_430_length_750_cov_5.506686	Sedoreoviridae	Sedoreoviridae	0.02	0.05	0.0	0.01	0.0	0.01	0.06	0.0	0.0	0.11	0.01	0.0	0.04	0.05	0.02	0.03	0.05	0.0	0.09	0.0	0.01	0.02	0.02	0.07	0.04	0.01	0.0	0.02	0.0	0.03	0.0	0.13	0.1	0.0	27.312.587	8.405.767	24.354.183	10.549.123	30.088.462	25.719.318	42.511.974	4.930.655	19.410.081	21.126.047	29.056.636	25.902.726	10.939.778	2.319.901	70.336.442	26.463.359	96.333.325	38.722.325	10.416.831	27.628.455	12.608.604	2.312.058	37.286.198	5.845.836	27.755.639	36.508.793	23.779.676	26.598.114	73.692.948	47.802.527	23.408.663	6.254.777	108.495.235	2.870.426	54.53	750	SFN2-rel_dom	uncharacterized protein MGL_3814 [Malassezia globosa CBS 7966]	99.259	3.03e-82	277.0
FN10	NODE_512_length_707_cov_1.630159	Sedoreoviridae	Matonaviridae	0.0	0.08	0.0	0.01	0.01	0.02	0.0	0.0	0.0	0.1	0.06	0.01	0.03	0.05	0.02	0.19	0.0	0.07	0.09	0.0	0.04	0.03	0.02	0.03	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.08	0.02	0.0	10.206.107	14.435.277	12.503.878	21.329.673	94.471.563	9.610.737	206.436	8.707.686	72.531.187	18.239.609	21.818.404	16.850.663	8.702.863	9.564.567	9.621.232	9.720.354	15.521.863	25.833.402	17.957.189	17.390.768	8.883.542	10.638.533	34.512.344	21.050.256	1.132.953	35.090.305	88.859.355	9.939.123	15.215.845	21.089.535	33.860.956	8.317.674	14.943.148	10.726.143	64.21	707	Abhydrolase_1, Abhydrolase_6, Hydrolase_4	alpha/beta fold hydrolase [Rhizobium sp. SG570]	75.745	4.04e-117	348.0
FN10	NODE_1117_length_526_cov_1.806236	Sedoreoviridae	Flaviviridae	0.0	0.06	0.0	0.03	0.0	0.01	0.02	0.0	0.0	0.16	0.09	0.0	0.02	0.07	0.07	0.08	0.02	0.04	0.04	0.0	0.01	0.0	0.04	0.01	0.0	0.0	0.0	0.02	0.0	0.03	0.0	0.15	0.03	0.0	12.632.945	9.883.954	20.153.497	22.587.534	10.930.016	11.896.007	39.555.877	12.030.909	10.918.264	16.342.441	16.874.228	5.100.527	12.112.832	13.859.382	2.588.503	17.723.563	36.492.574	2.251.668	26.242.386	19.258.074	22.390.832	14.592.135	19.843.299	501.107	140.235	19.345.328	10.998.862	1.230.248	7.430.667	2.059.546	9,73E+01	9.542.117	83.185.285	13.276.639	62.36	526	Glrx-like	glutaredoxin family protein [Tepidiphilus thermophilus]	98.824	1,27E-36	173.0
FN11	NODE_4_length_1858_cov_8.058956	Anelloviridae	Anelloviridae	0.0	0.51	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.06	0.01	0.01	0.0	0.12	0.0	0.0	0.01	0.0	0.0	0.01	0.05	0.0	0.16	0.0	0.0	10.843.072	8.809.091	9.174.359	15.336.068	807.364	11.713.037	12.928.176	10.612.448	8.839.702	13.526.955	12.950.753	22.807.948	15.221.592	10.565.248	2.144.116	10.398.563	11.990.403	17.229.416	5.865.249	14.064.278	17.476.649	19.924.566	24.079.543	46.302.148	13.807.807	4.998.894	12.225.306	12.113.255	18.049.137	1.277.564	95.813.046	13.765.484	22.998.585	11.362.412	34.34	1858	TT_ORF2	MAG: ORF1 [TTV-like mini virus]	99.006	0.0	991.0
FN13	NODE_28_length_1824_cov_6.960504	Anelloviridae	Anelloviridae	0.0	0.53	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.02	0.02	0.05	0.0	0.0	0.02	0.0	0.0	0.01	0.04	0.0	0.17	0.0	0.0	35.175.062	7.616.952	38.656.201	43.368.638	22.831.338	33.123.137	29.797.457	3.726.287	2.499.767	17.763.673	19.823.719	58.974.423	595.595	29.877.322	2.924.428	29.405.956	9.550.906	3.468.495	9.578.128	3.977.218	3.437.144	56.344.406	74.076.676	15.945.258	39.046.907	115.516.875	34.571.777	34.254.908	36.707.597	3.635.914	16.676.283	56.417.855	10.110.925	3.213.161	36.84	1824	DUF755	MAG TPA_asm: hypothetical protein [Betatorquevirus sp.]	92.081	0.0	1010.0
FN13	NODE_34_length_1329_cov_86.371406	Anelloviridae	Anelloviridae	0.0	0.81	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.02	0.03	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	2,83E+01	9.998.344	2,40E+00	1,40E+01	2,66E+01	3,06E+00	1,70E+00	3,08E+01	2,31E+00	2,38E+01	2,17E+01	3,67E+00	1,05E+02	2,41E-01	1,21E+02	3,50E+01	1,11E+02	2,47E+01	2,89E+02	3,29E+01	2,29E+01	4,63E+00	2,27E+01	1,95E+00	3,61E+01	2,57E+01	2,83E+00	3,16E+01	1,97E+01	6,99E+01	2,50E+00	1,09E+02	2,25E+01	2,97E+01	45.0	1329	TT_ORF1	MAG: ORF1 [Torque teno virus]	94.131	0.0	888.0
FN13	NODE_35_length_1285_cov_20.871689	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.01	0.01	0.0	18.325.566	98.626.244	15.505.316	2.591.904	17.186.537	1.979.587	58.893.254	27.661.308	14.939.728	107.115.055	15.908.596	14.104.872	1.203.206	156.176	2.585.071	19.080.724	32.277.658	93.300.623	73.016.906	21.265.307	23.750.807	38.589.214	24.255.794	21.466.277	2.333.618	8.669.686	1.830.295	20.472.267	1.945.869	34.501.732	18.459.646	33.940.023	48.322.388	1.705.788	39.3	1285	TT_ORF1	ORF1 [Anelloviridae sp.]	70.847	3.2e-127	393.0
FN13	NODE_39_length_1185_cov_16.547834	Anelloviridae	Anelloviridae	0.0	0.85	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.04	0.0	0.02	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.01	0.0	0.02	0.0	0.0	4,48E+01	99.973.303	3,79E+00	5,18E+01	4,20E+01	4,84E+01	8,79E-01	4,39E+00	3,65E+00	2,87E+01	2,62E+02	3,19E-01	4,93E+01	3,82E+01	6,32E+01	5,67E+01	8,80E+00	6,63E+01	8,85E+00	5,20E+01	1,36E+02	9,08E+00	5,51E+00	2,50E+01	5,71E+01	1,81E+02	4,48E+01	5,01E+01	4,30E+01	1,16E+02	4,51E+01	5,07E+02	5,31E+01	4,70E+01	41.69	1185	TT_ORF1	MAG: ORF1 [Torque teno virus]	94.177	0.0	795.0
FN13	NODE_46_length_907_cov_19.577108	Anelloviridae	Anelloviridae	0.0	0.44	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.01	0.01	0.02	0.0	0.09	0.01	0.0	0.03	0.02	0.01	0.01	0.06	0.0	0.0	0.0	0.06	0.0	0.14	0.0	0.0	3.730.061	95.131.123	35.493.512	5.693.313	27.773.652	40.293.322	3.160.404	4.075.029	30.408.934	47.649.548	29.776.057	30.944.915	5.535.075	36.344.887	24.215.982	38.837.685	7.795.128	12.989.162	3.681.733	652.296	48.468.745	44.973.218	13.402.126	3.762.964	4.749.942	17.190.955	3.725.457	41.670.093	4.986.149	54.133.637	907.296	7.078.972	64.281.668	3.908.716	35.94	907	TT_ORF2	MAG: ORF1 [TTV-like mini virus]	78.804	1.06e-105	333.0
FN13	NODE_50_length_883_cov_615.369727	Phenuiviridae	Anelloviridae	0.0	0.32	0.02	0.0	0.0	0.03	0.02	0.0	0.0	0.06	0.01	0.0	0.07	0.01	0.08	0.0	0.09	0.0	0.03	0.01	0.07	0.02	0.01	0.02	0.01	0.01	0.0	0.0	0.0	0.04	0.0	0.04	0.02	0.01	42.630.735	21.005.856	45.449.808	57.113.485	39.981.015	460.511	7.613.131	8.549.923	34.754.266	5.519.669	3.919.205	54.239.185	5.796.423	46.605.268	6.963.144	5.323.689	11.911.695	17.060.754	11.645.477	4.946.948	39.793.423	45.639.943	13.787.315	34.453.943	4.969.718	5.080.387	42.578.139	47.624.606	5.902.647	5.749.154	3.766.996	30.014.175	8.570.753	44.672.584	55.15	883	DUF755	ORF1 [Anelloviridae sp.]	100.0	1.33e-122	379.0
FN13	NODE_90_length_539_cov_7.887446	Retroviridae	Anelloviridae	0.0	0.63	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.05	0.01	0.02	0.01	0.01	0.02	0.0	0.0	0.0	0.05	0.0	0.07	0.0	0.01	3.952.135	7.157.717	75.637.577	61.943.303	41.139.876	3.721.587	36.621.701	49.082.655	28.086.412	53.145.816	2.227.316	1.150.209	6.235.918	33.568.998	18.897.368	35.871.407	37.493.394	24.222.799	103.620.425	39.978.405	28.245.484	41.538.333	9.835.883	36.432.967	4.387.159	14.870.732	34.409.221	38.487.485	40.897.513	3.578.278	25.903.946	9.299.463	109.134.585	3.610.183	36.18	539	TT_ORF1	MAG: ORF1 [TTV-like mini virus]	58.242	5,40E-48	219.0
FN13	NODE_75_length_621_cov_583.488971	Anelloviridae	Anelloviridae	0.0	0.19	0.0	0.01	0.0	0.01	0.03	0.0	0.0	0.08	0.02	0.01	0.03	0.08	0.04	0.1	0.05	0.07	0.02	0.0	0.02	0.0	0.0	0.06	0.01	0.0	0.0	0.01	0.0	0.03	0.0	0.11	0.01	0.01	78.312.866	9.350.731	9.459.108	15.509.408	5.083.106	73.744.473	17.279.091	8.527.942	5.565.413	25.996.096	16.246.707	2.268.367	4.984.348	74.631.866	16.113.834	79.305.243	21.434.573	15.370.159	1.781	13.344.176	28.777.483	7.404.387	1.400.676	39.608.707	8.693.301	18.150.433	6.818.301	7.626.423	31.678.108	10.718.267	26.645.982	1.236.243	4.121.793	8.230.318	61.84	621	TT_ORF2	ORF2b [Torque teno virus]	87.821	4.18e-55	184.0
FN13	NODE_76_length_602_cov_88.093333	Orthoherpesviridae	Anelloviridae	0.01	0.16	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.06	0.02	0.04	0.09	0.02	0.05	0.11	0.0	0.02	0.01	0.01	0.04	0.01	0.0	0.0	0.01	0.0	0.03	0.0	0.1	0.03	0.01	7.242.764	15.921.485	75.526.824	10.975.818	8.648.808	782.387	1.755.148	35.106.733	71.808.198	17.106.026	7.333.865	10.089.769	22.180.278	7.918.018	13.475.738	8.413.836	671.209	16.716.261	13.788.766	9.394.408	34.197.807	10.580.469	13.850.546	10.287.349	8.443.322	9.689.459	7.233.828	80.912	15.592.617	349.408	13.437.718	7.462.084	27.207.118	8.731.897	57.97	602	TT_ORF2a	ORF2 [Torque teno virus]	98.639	1.89e-71	224.0
FN13	NODE_26_length_1971_cov_2131.925554	Anelloviridae	Anelloviridae	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.02	0.01	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.01	4,32E+01	9.997.918	3,65E+01	1,78E+02	3,21E+01	4,66E+00	6,07E+00	4,68E+01	3,52E+01	1,22E+02	4,26E+00	7,26E+00	2,59E+02	3,68E+00	4,12E+01	4,79E+01	9,45E+00	4,97E+01	1,11E+02	5,01E+01	4,59E+00	6,32E+01	2,78E+01	5,50E+00	5,50E+00	3,92E+01	5,61E+01	4,82E+00	4,15E+01	7,42E+00	4,24E+01	4,19E+01	4,05E-01	4,52E+01	50.28	1971	TT_ORF1	MAG: ORF1 [Torque teno virus]	92.015	0.0	1040.0
FN13	NODE_95_length_528_cov_480.982262	Hepadnaviridae	Anelloviridae	0.0	0.46	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.06	0.0	0.0	0.0	0.03	0.0	0.06	0.01	0.06	0.02	0.07	0.03	0.01	0.0	0.0	0.0	0.01	0.06	0.0	0.09	0.0	0.0	13.851.926	23.658.002	4.800.463	15.064.771	11.324.527	13.043.872	1.273.509	10.744.838	9.844.063	23.259.327	76.022.907	19.439.891	5.830.038	10.290.726	36.085.455	11.580.043	39.500.715	10.284.563	7.591.203	23.603.088	33.009.306	12.959.351	30.598.221	3.232.191	1.537.665	40.795.878	12.060.164	13.489.565	11.597.207	30.812.353	65.159.644	8.252.212	5.019.033	14.557.729	38.83	528	TT_ORF1	ORF1 protein [Alphatorquevirus homin21]	78.409	3.03e-91	293.0
FN13	NODE_105_length_506_cov_13.764569	Anelloviridae	Anelloviridae	0.0	0.17	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.13	0.01	0.0	0.05	0.05	0.04	0.08	0.03	0.1	0.09	0.0	0.0	0.0	0.01	0.05	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.13	0.0	0.0	34.872.547	3.640.548	42.121.205	5.558.732	22.634.983	3.283.827	54.279.035	34.138.763	24.782.687	25.196.064	73.170.713	4.511.778	15.124.106	33.233.438	58.742.543	34.595.889	11.383.927	12.047.568	28.980.535	5.942.133	11.520.652	29.520.232	47.794.143	7.229.906	35.438.233	40.668.515	30.361.747	33.960.314	20.398.844	38.639.765	8.303.427	15.133.808	9.516.891	36.649.427	58.89	506	TT_ORF2	ORF2b [Torque teno virus]	77.778	1,11E-23	143.0
FN13	NODE_63_length_722_cov_220.720930	Anelloviridae	Anelloviridae	0.0	0.34	0.01	0.01	0.0	0.03	0.03	0.01	0.0	0.06	0.0	0.02	0.08	0.02	0.06	0.02	0.01	0.02	0.04	0.0	0.02	0.02	0.02	0.02	0.0	0.02	0.0	0.0	0.0	0.04	0.01	0.08	0.01	0.0	16.276.404	9.295.458	14.513.402	21.175.316	1.345.165	15.326.919	29.498.532	22.941.788	11.567.054	33.084.603	16.601.592	29.845	16.302.923	14.968.481	25.045.623	1.877.725	23.179.424	25.956.728	12.444.166	18.403.593	38.451.203	18.800.643	12.263.411	16.793.057	16.540.424	34.929.095	14.171.035	1.585.062	1.534.512	2.734.708	15.902.516	32.781.444	5.113.767	14.868.116	54.43	722	TT_ORF1	ORF1 protein [Alphatorquevirus homin13]	95.455	1.19e-83	276.0
FN13	NODE_24_length_2320_cov_4.787338	Anelloviridae	Anelloviridae	0.0	0.54	0.01	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.03	0.02	0.02	0.0	0.09	0.01	0.03	0.03	0.01	0.0	0.01	0.05	0.01	0.1	0.0	0.0	30.892.594	82.793.903	26.138.313	436.934	23.002.308	33.371.174	8.501.481	33.890.149	25.184.865	20.675.568	19.449.545	25.628.768	72.556.864	30.101.056	38.433.073	33.750.476	36.743.302	58.074.286	43.054.204	43.458.813	40.766.867	3.799.448	13.206.312	21.888.148	36.013.334	13.104.883	401.455	34.511.427	64.284.215	572.703	31.118.619	11.597.939	5.060.993	28.755.574	34.18	2320	DUF755	MAG: ORF1 [TTV-like mini virus]	90.954	0.0	1091.0
FN13	NODE_16_length_2608_cov_34.666535	Anelloviridae	Anelloviridae	0.0	0.53	0.01	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.05	0.03	0.01	0.01	0.05	0.0	0.0	0.04	0.0	0.0	0.01	0.12	0.01	0.08	0.0	0.0	15.439.065	99.145.025	14.691.091	21.836.473	1.149.577	16.677.777	20.438.932	15.110.688	12.586.538	11.226.419	15.341.901	11.883.181	33.189.743	15.043.483	14.724.741	14.157.999	2.413.003	2.674.897	9,17E+00	17.915.762	17.690.613	2.260.962	38.938.358	9,38E+02	19.660.447	4.975.913	1.542.001	17.247.636	23.033.755	19.714.482	3.755.382	19.763.757	48.341.823	16.178.536	36.0	2608	DUF755, TT_ORF2, SR-25	MAG TPA_asm: hypothetical protein [Betatorquevirus sp.]	93.926	0.0	1186.0
FN13	NODE_7_length_2888_cov_28.270011	Anelloviridae	Anelloviridae	0.01	0.56	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.02	0.0	0.01	0.02	0.0	0.0	0.0	0.05	0.0	0.08	0.01	0.02	0.02	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.06	0.0	0.03	0.0	0.0	28.513.095	89.510.584	24.125.036	23.287.695	21.230.557	30.800.782	2.509.113	34.399.524	23.245.006	70.639.774	22.394.992	31.074.535	5.294.776	24.299.717	27.193.883	38.518.293	4.167.534	4.638.277	3.632.666	33.087.125	19.152.866	37.781.533	19.572.726	12.645.902	33.239.427	5.614.173	28.477.928	31.853.204	19.872.629	6.484.382	28.033.613	14.004.847	1.755.204	30.535.026	48.86	2888	DUF755, TT_ORF2	MAG: ORF1 [Torque teno virus]	96.126	0.0	1358.0
FN13	NODE_14_length_2641_cov_14.736739	Anelloviridae	Anelloviridae	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	3,20E+00	9.998.691	2,71E+01	2,98E+01	2,39E+01	3,46E+01	5,01E+01	3,90E+01	2,61E-01	1,86E+01	2,25E+00	6,16E+01	6,20E+00	3,12E+01	3,73E+01	3,07E+01	3,81E-01	3,65E+01	1,37E+01	3,72E+01	3,30E+01	5,27E+01	5,53E+00	1,47E+01	4,08E+00	9,33E+00	3,61E+01	3,58E+01	4,33E+01	3,48E+01	2,83E+01	8,40E+00	7,51E+01	2,98E+01	35.59	2641	TT_ORF1	MAG: ORF1 [TTV-like mini virus]	93.139	0.0	1189.0
FN13	NODE_13_length_2663_cov_37.269142	Sedoreoviridae	Anelloviridae	0.0	0.46	0.03	0.0	0.0	0.01	0.04	0.02	0.0	0.01	0.01	0.04	0.01	0.0	0.0	0.0	0.0	0.0	0.04	0.01	0.02	0.02	0.03	0.02	0.02	0.01	0.0	0.0	0.08	0.06	0.0	0.05	0.01	0.0	13.420.633	47.688.477	19.659.277	3.255.244	13.465.331	14.497.404	2.703.208	10.407.876	10.941.031	11.274.001	153.483.115	8.816.578	6.103.413	12.832.599	16.696.434	15.333.408	12.503.099	69.466.405	32.410.396	26.233.269	10.218.085	14.367.964	246.276	15.906.902	15.645.232	1.829.352	13.404.074	14.992.761	52.535.333	655.759	11.858.927	10.425.384	10.363.728	12.492.255	36.12	2663	TT_ORF2	MAG: ORF1 [TTV-like mini virus]	95.122	0.0	1087.0
FN13	NODE_12_length_2700_cov_56.296988	Anelloviridae	Anelloviridae	0.0	0.57	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.04	0.02	0.04	0.0	0.05	0.0	0.03	0.01	0.01	0.0	0.0	0.09	0.0	0.07	0.0	0.0	30.358	8.873.469	25.685.993	34.559.271	22.604.256	32.793.693	54.214.243	29.712.308	24.749.043	17.586.995	23.220.081	21.624.041	36.774.718	29.580.162	28.953.415	2.393.983	4.358.836	30.142.097	11.760.655	35.227.954	71.591.814	4.445.754	5.646.197	11.663.832	38.658.543	10.502.146	34.227.925	3.391.421	32.937.021	31.181.707	26.825.354	31.307.032	22.948.969	28.257.961	36.81	2700	DUF755, TT_ORF2	MAG: ORF1 [TTV-like mini virus]	94.887	0.0	1159.0
FN13	NODE_10_length_2868_cov_318.776424	Anelloviridae	Anelloviridae	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	3,68E+01	9.998.598	3,11E+01	3,01E+01	2,74E+01	3,98E+01	7,02E+01	3,99E+00	3,00E+00	6,95E+00	3,15E+01	2,62E+00	1,39E+02	3,14E+01	3,51E+01	4,55E+00	4,46E+00	4,12E+01	2,28E+01	4,27E+01	9,27E-01	4,41E+00	2,72E+00	2,04E+01	4,69E+01	3,34E+01	4,15E+01	4,11E+01	3,23E+01	6,79E+01	3,25E+00	1,82E+01	2,90E+01	3,94E+01	48.36	2868	TT_ORF1	MAG: ORF1 [Torque teno virus]	96.988	0.0	1261.0
FN13	NODE_9_length_2871_cov_452.173944	Anelloviridae	Anelloviridae	0.01	0.62	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.06	0.0	0.05	0.0	0.02	0.05	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.1	0.0	0.01	0.0	0.01	41.865.725	8.491.927	35.422.717	4.183.276	31.172.791	45.224.708	4.046.649	4.097.528	34.130.597	45.265.574	38.488.745	32.223.326	10.672.869	3.567.923	3.992.871	56.556.314	62.711.216	41.951.616	30.776.786	48.581.725	28.122.093	75.494.763	30.954.415	6.139.033	53.312.737	37.996.103	41.814.055	4.676.998	29.178.918	13.941.847	36.993.974	11.902.807	25.771.619	3.896.963	49.32	2871	DUF755, TT_ORF2	MAG: ORF1 [Torque teno virus]	97.935	0.0	1332.0
FN13	NODE_8_length_2876_cov_28.005002	Anelloviridae	Anelloviridae	0.0	0.86	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.03	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.02	0.0	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	3,95E+00	9.998.634	3,34E+01	3,94E+01	3,11E+00	4,26E+01	3,74E+01	3,86E+01	3,22E+01	7,43E+01	3,63E+01	3,71E+00	5,37E+00	3,36E+01	3,77E+01	4,08E+01	9,39E+00	3,44E+01	1,91E+01	4,58E+00	4,69E+01	5,23E-02	2,71E+01	6,89E+01	4,60E+00	3,58E+01	3,94E+00	4,41E+00	3,04E+01	5,04E+01	3,88E+01	1,68E+00	2,70E+01	4,14E+01	52.29	2876	TT_ORF1	ORF1 protein [Alphatorquevirus homin20]	96.206	0.0	1263.0
FN13	NODE_18_length_2504_cov_9.668727	Anelloviridae	Anelloviridae	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	7,21E+00	9.996.966	5,32E-01	6,28E+00	5,96E+00	6,79E+00	1,08E+02	1,14E+03	5,12E+01	3,67E+00	4,42E+00	5,01E+00	6,23E+00	5,35E+01	5,99E+00	5,36E+01	1,56E+02	5,75E+00	4,80E+02	7,29E+01	7,17E+01	1,03E+02	1,08E+02	5,04E+01	8,00E+00	3,31E+02	6,28E+01	7,02E+01	6,82E+01	9,29E+00	5,55E+01	1,05E+02	6,07E+01	5,85E+01	35.78	2504	TT_ORF1	MAG: ORF1 [TTV-like mini virus]	99.827	0.0	1215.0
FN13	NODE_6_length_2946_cov_776.696758	Anelloviridae	Anelloviridae	0.0	0.57	0.0	0.01	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.01	0.04	0.02	0.02	0.0	0.0	0.02	0.01	0.0	0.01	0.08	0.0	0.1	0.0	0.0	13.789.815	94.020.754	11.667.608	156.982	10.267.756	14.896.204	24.102.328	18.712.272	11.242.003	7.988.715	96.951	10.795.298	13.672.719	11.752.095	13.151.796	10.874.432	17.738.831	12.032.933	10.081.525	16.001.951	13.742.322	22.686.883	23.241.725	52.981.806	17.560.255	8.451.331	15.547.689	15.405.187	14.961.318	251.457	13.890.708	53.627.077	25.306.572	128.359	37.07	2946	DUF755, TT_ORF2	MAG: ORF1 [TTV-like mini virus]	99.832	0.0	1187.0
FN13	NODE_5_length_2995_cov_1530.254626	Anelloviridae	Anelloviridae	0.02	0.57	0.01	0.0	0.0	0.02	0.01	0.0	0.0	0.02	0.0	0.01	0.0	0.01	0.0	0.0	0.06	0.0	0.06	0.01	0.03	0.03	0.03	0.0	0.02	0.03	0.0	0.0	0.0	0.05	0.0	0.01	0.0	0.0	38.744.463	86.436.945	3.278.182	5.913.693	28.848.732	4.185.302	26.695.197	37.920.396	3.158.602	28.899.452	3.561.925	29.820.958	4.693.381	33.019.194	3.695.186	5.233.983	10.363.109	38.823.949	18.717.418	44.959.774	70.768.897	5.673.906	2.864.665	23.147.601	4.933.805	35.163.336	3.869.666	4.328.308	27.003.523	8.833.876	34.235.916	20.130.894	26.819.084	46.710.437	48.78	2995	DUF755, TT_ORF2, TT_ORF2a	MAG: ORF1 [Torque teno virus]	99.407	0.0	1401.0
FN13	NODE_4_length_3018_cov_2068.524311	Anelloviridae	Anelloviridae	0.01	0.56	0.02	0.0	0.0	0.03	0.01	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.03	0.0	0.05	0.03	0.02	0.03	0.02	0.01	0.04	0.02	0.0	0.0	0.0	0.08	0.0	0.01	0.0	0.0	22.739.836	9.307.297	19.240.241	2.115.936	16.931.847	24.564.303	28.331.804	27.434.395	18.538.412	17.712.655	19.216.108	16.197.612	22.546.728	19.379.571	21.687.723	19.873.758	24.062.668	19.842.682	77.982.823	26.387.703	1.384.351	33.301.176	15.609.681	87.368.605	28.957.408	20.638.006	22.711.768	25.403.632	199.662	3.554.621	20.093.685	10.306.605	20.113.452	23.828.982	45.69	3018	DUF755, TT_ORF2, TT_ORF2a	MAG: ORF1 protein [Alphatorquevirus homin21]	95.691	0.0	1271.0
